company_name,website,primary_category,subcategory,hq_country,status
Mutable.ai,mutable.ai,Code Assistants,AI Code Review,US,pending_review
Stenography,stenography.dev,Code Assistants,AI Documentation,US,pending_review
WhatTheDiff,whatthediff.ai,Code Assistants,AI Code Review,DE,pending_review
Grit,grit.io,Code Assistants,AI Code Migration,US,pending_review
Bugasura,bugasura.io,Developer Tools,Bug Tracking,IN,pending_review
Figstack,figstack.com,Code Assistants,AI Code Understanding,US,pending_review
Stepsize AI,stepsize.com,Developer Tools,Technical Debt Tracking,UK,pending_review
Cal.com,cal.com,Developer Tools,Scheduling,US,pending_review
Documenso,documenso.com,Developer Tools,E-Signatures,DE,pending_review
Twenty CRM,twenty.com,CRM & Lifecycle,Open Source CRM,FR,pending_review
AppFlowy,appflowy.io,Developer Tools,Workspace,US,pending_review
Affine,affine.pro,Developer Tools,Workspace,CN,pending_review
TestRail,testrail.com,Test Automation,Test Management,DE,pending_review
Jitsi,jitsi.org,Developer Tools,Video Conferencing,US,pending_review
Beehiiv,beehiiv.com,Developer Tools,Newsletter Platform,US,pending_review
Substack,substack.com,Developer Tools,Newsletter Platform,US,pending_review
ConvertKit,convertkit.com,Developer Tools,Email Marketing,US,pending_review
Mailchimp,mailchimp.com,Developer Tools,Email Marketing,US,pending_review
Buffer,buffer.com,Developer Tools,Social Media Management,US,pending_review
Glide,glideapps.com,No-Code Low-Code,Mobile App Builder,US,pending_review
Typedream,typedream.com,No-Code Low-Code,Landing Pages,US,pending_review
Carrd,carrd.co,No-Code Low-Code,Landing Pages,US,pending_review
Kubernetes,kubernetes.io,Developer Tools,Container Orchestration,US,pending_review
AnythingLLM,anythingllm.com,AI API & SDK,RAG Application,US,pending_review
Langflow,langflow.org,AI API & SDK,AI Workflow Builder,US,pending_review
Open WebUI,openwebui.com,AI API & SDK,LLM Interface,US,pending_review
LLMWare,llmware.ai,AI API & SDK,Enterprise RAG,US,pending_review
Trieve,trieve.ai,Search & Recommendations,AI Search,US,pending_review
Hugo,gohugo.io,Developer Tools,Static Site Generator,US,pending_review
Umami,umami.is,Product Analytics,Web Analytics,US,pending_review
Fathom Analytics,usefathom.com,Product Analytics,Privacy Analytics,CA,pending_review
Google Analytics,analytics.google.com,Product Analytics,Web Analytics,US,pending_review
Snipcart,snipcart.com,Payment Gateway,E-Commerce Cart,CA,pending_review
Shopify,shopify.com,Payment Gateway,E-Commerce Platform,CA,pending_review
Obsidian,obsidian.md,Developer Tools,Knowledge Management,US,pending_review
Loom,loom.com,Developer Tools,Video Recording,US,pending_review
Descript,descript.com,Developer Tools,Video Editing,US,pending_review
Calendly,calendly.com,Developer Tools,Scheduling,US,pending_review
Tally,tally.so,Developer Tools,Forms,BE,pending_review
Task,taskfile.dev,Developer Tools,Task Runner,BR,pending_review
HMPL,hmpl-lang.dev,Developer Tools,Template Language,US,pending_review
Motia,motia.dev,Developer Tools,Workflow Framework,US,pending_review
Grafana Faro,grafana.com/products/faro,Observability,Frontend Observability,US,pending_review
Grafana Mimir,grafana.com/oss/mimir,Observability,Metrics Storage,US,pending_review
Grafana Tempo,grafana.com/oss/tempo,Observability,Distributed Tracing,US,pending_review
PrestaShop,prestashop.com,Developer Tools,E-Commerce,FR,pending_review
Postiz,postiz.com,Developer Tools,Social Media Scheduling,IL,pending_review
Papermark,papermark.io,Developer Tools,Document Sharing,US,pending_review
Dub,dub.co,Developer Tools,Link Management,US,pending_review
Mautic,mautic.org,Developer Tools,Marketing Automation,US,pending_review
ERPNext,erpnext.com,Developer Tools,ERP,IN,pending_review
Nextcloud,nextcloud.com,Developer Tools,File Sharing,DE,pending_review
Wekan,wekan.github.io,Developer Tools,Kanban Board,FI,pending_review
Ahrefs,ahrefs.com,Developer Tools,SEO Tools,SG,pending_review
Semrush,semrush.com,Developer Tools,SEO Platform,US,pending_review
Surfer SEO,surferseo.com,Developer Tools,Content Optimization,PL,pending_review
Frase,frase.io,Developer Tools,SEO Research,CA,pending_review
Clearbit,clearbit.com,Developer Tools,Lead Enrichment,US,pending_review
Scribe,scribehow.com,Developer Tools,Process Documentation,US,pending_review
Otter.ai,otter.ai,Developer Tools,Meeting Transcription,US,pending_review
Lightpanda,lightpanda.io,Developer Tools,Headless Browser,FR,pending_review
Chaos Monkey,github.com/Netflix/chaosmonkey,Developer Tools,Chaos Engineering,US,pending_review
Wappalyzer,wappalyzer.com,Developer Tools,Technology Profiler,NL,pending_review
QuickBooks,quickbooks.intuit.com,Developer Tools,Accounting,US,pending_review
Wave,waveapps.com,Developer Tools,Accounting,CA,pending_review
Xero,xero.com,Developer Tools,Accounting,NZ,pending_review
Hypefury,hypefury.com,Developer Tools,Social Media Growth,NL,pending_review
Taplio,taplio.com,Developer Tools,LinkedIn Growth,FR,pending_review
Upscayl,upscayl.org,Developer Tools,Image Upscaling,US,pending_review
Kdenlive,kdenlive.org,Developer Tools,Video Editing,DE,pending_review
Gatus,gatus.io,Observability,Health Dashboard,CA,pending_review
Ona,ona.com,Developer Tools,Cloud Dev Environments,US,pending_review
VibeCom,vibecom.app,Developer Tools,Idea Validation,US,pending_review
Product Hunt,producthunt.com,Developer Tools,Product Discovery,US,pending_review
daily.dev,daily.dev,Developer Tools,Developer News,IL,pending_review
Kaniko,github.com/GoogleContainerTools/kaniko,CI/CD,Container Image Builder,US,pending_review
OpenFaaS,openfaas.com,Developer Tools,Serverless Functions,UK,pending_review
Ekit Studio,ekitstudio.com,Developer Tools,Dynamic Pages Engine,US,pending_review
